979,cjanjicr6,Chastity,Janjic,1966-05-28,F
980,foruddenr7,Franciska,O'Rudden,2014-04-26,F
981,wmockettr8,Wandie,Mockett,1987-03-01,F
982,urickardr9,Umberto,Rickard,1964-12-12,M
983,mwauchopera,Maria,Wauchope,2003-01-18,F
984,kfrancescozzirb,Kacy,Francescozzi,1966-10-01,F
985,vmaaszrc,Velma,Maasz,1967-05-30,F
986,mdragerd,Melisent,Drage,1959-12-16,F
987,fhumphreyre,Florina,Humphrey,2007-08-28,F
988,tmeanyrf,Thaine,Meany,2002-01-30,M
989,ssealeyrg,Sileas,Sealey,2002-08-19,F
990,bcartmillrh,Brander,Cartmill,2022-04-12,M
991,obyresri,Octavia,Byres,1954-12-27,F
992,mcrocomberj,Marika,Crocombe,1977-03-15,F
993,cbenjaminrk,Clementius,Benjamin,2000-10-15,M
994,kskullyrl,Kalle,Skully,1970-05-12,M
995,toadesrm,Terrel,Oades,1990-09-19,M
996,cvawtonrn,Clem,Vawton,2014-05-07,M
997,jpilmorero,Jasper,Pilmore,2023-12-12,M
998,msandiferrp,Mill,Sandifer,1961-01-07,M
999,ereidrq,Emmott,Reid,1995-11-02,M
1000,rnugentrr,Ray,Nugent,1978-09-24,M
